,vertex,moves,neighbors
24,"[['b3', 'b6', 'b9', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['u1', 'f2', 'f3', 'l8', 'l5', 'l2', 'l9', 'l6', 'l3'], ['r1', 'r2', 'r3', 'u4', 'f5', 'f6', 'u7', 'f8', 'f9'], ['b1', 'b2', 'd7', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l7', 'l4', 'l1', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['f1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]","['l', 'u']","[['b3', 'b6', 'b9', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['u1', 'f2', 'f3', 'l8', 'l5', 'l2', 'l9', 'l6', 'l3'], ['r1', 'r2', 'r3', 'u4', 'f5', 'f6', 'u7', 'f8', 'f9'], ['b1', 'b2', 'd7', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l7', 'l4', 'l1', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['f1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]"
25,"[['d1', 'u2', 'u3', 'd4', 'u5', 'u6', 'd7', 'u8', 'u9'], ['l9', 'l8', 'l7', 'l6', 'l5', 'l4', 'l3', 'l2', 'l1'], ['b9', 'f2', 'f3', 'b6', 'f5', 'f6', 'b3', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'f7', 'b4', 'b5', 'f4', 'b7', 'b8', 'f1'], ['u1', 'd2', 'd3', 'u4', 'd5', 'd6', 'u7', 'd8', 'd9']]","['l', 'l']","[['d1', 'u2', 'u3', 'd4', 'u5', 'u6', 'd7', 'u8', 'u9'], ['l9', 'l8', 'l7', 'l6', 'l5', 'l4', 'l3', 'l2', 'l1'], ['b9', 'f2', 'f3', 'b6', 'f5', 'f6', 'b3', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'f7', 'b4', 'b5', 'f4', 'b7', 'b8', 'f1'], ['u1', 'd2', 'd3', 'u4', 'd5', 'd6', 'u7', 'd8', 'd9']]"
26,"[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'l3', 'l2', 'l1'], ['l7', 'l4', 'f1', 'l8', 'l5', 'd2', 'l9', 'l6', 'd3'], ['u7', 'u4', 'u1', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['b3', 'r2', 'r3', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['r7', 'r4', 'r1', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]","['l', 'f']","[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'l3', 'l2', 'l1'], ['l7', 'l4', 'f1', 'l8', 'l5', 'd2', 'l9', 'l6', 'd3'], ['u7', 'u4', 'u1', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['b3', 'r2', 'r3', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['r7', 'r4', 'r1', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]"
27,"[['b9', 'u2', 'f3', 'b6', 'u5', 'f6', 'b3', 'u8', 'f9'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'l9', 'l6', 'l3'], ['u1', 'f2', 'd3', 'u4', 'f5', 'd6', 'u7', 'f8', 'd9'], ['r7', 'r4', 'r1', 'r8', 'r5', 'r2', 'r9', 'r6', 'r3'], ['u9', 'b2', 'd7', 'u6', 'b5', 'd4', 'u3', 'b8', 'd1'], ['f1', 'd2', 'b7', 'f4', 'd5', 'b4', 'f7', 'd8', 'b1']]","['l', 'r']","[['b9', 'u2', 'f3', 'b6', 'u5', 'f6', 'b3', 'u8', 'f9'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'l9', 'l6', 'l3'], ['u1', 'f2', 'd3', 'u4', 'f5', 'd6', 'u7', 'f8', 'd9'], ['r7', 'r4', 'r1', 'r8', 'r5', 'r2', 'r9', 'r6', 'r3'], ['u9', 'b2', 'd7', 'u6', 'b5', 'd4', 'u3', 'b8', 'd1'], ['f1', 'd2', 'b7', 'f4', 'd5', 'b4', 'f7', 'd8', 'b1']]"
28,"[['r3', 'r6', 'r9', 'b6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['u3', 'l4', 'l1', 'u2', 'l5', 'l2', 'b9', 'l6', 'l3'], ['u1', 'f2', 'f3', 'u4', 'f5', 'f6', 'u7', 'f8', 'f9'], ['r1', 'r2', 'd9', 'r4', 'r5', 'd8', 'r7', 'r8', 'f7'], ['b7', 'b4', 'b1', 'b8', 'b5', 'b2', 'd1', 'd4', 'd7'], ['f1', 'd2', 'd3', 'f4', 'd5', 'd6', 'l7', 'l8', 'l9']]","['l', 'b']","[['r3', 'r6', 'r9', 'b6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['u3', 'l4', 'l1', 'u2', 'l5', 'l2', 'b9', 'l6', 'l3'], ['u1', 'f2', 'f3', 'u4', 'f5', 'f6', 'u7', 'f8', 'f9'], ['r1', 'r2', 'd9', 'r4', 'r5', 'd8', 'r7', 'r8', 'f7'], ['b7', 'b4', 'b1', 'b8', 'b5', 'b2', 'd1', 'd4', 'd7'], ['f1', 'd2', 'd3', 'f4', 'd5', 'd6', 'l7', 'l8', 'l9']]"
29,"[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'b7', 'b8', 'd1'], ['u1', 'f2', 'f3', 'u4', 'f5', 'f6', 'l9', 'l6', 'l3'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'u7', 'f8', 'f9'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'r7', 'r8', 'r9'], ['f7', 'f4', 'f1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['l', 'd']","[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'b7', 'b8', 'd1'], ['u1', 'f2', 'f3', 'u4', 'f5', 'f6', 'l9', 'l6', 'l3'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'u7', 'f8', 'f9'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'r7', 'r8', 'r9'], ['f7', 'f4', 'f1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
30,"[['u3', 'u6', 'u9', 'u2', 'u5', 'u8', 'b9', 'b6', 'b3'], ['b1', 'b2', 'd7', 'l8', 'l5', 'l2', 'l9', 'l6', 'l3'], ['l7', 'l4', 'l1', 'u4', 'f5', 'f6', 'u7', 'f8', 'f9'], ['u1', 'f2', 'f3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['r1', 'r2', 'r3', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['f1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]","['l', 'up']","[['u3', 'u6', 'u9', 'u2', 'u5', 'u8', 'b9', 'b6', 'b3'], ['b1', 'b2', 'd7', 'l8', 'l5', 'l2', 'l9', 'l6', 'l3'], ['l7', 'l4', 'l1', 'u4', 'f5', 'f6', 'u7', 'f8', 'f9'], ['u1', 'f2', 'f3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['r1', 'r2', 'r3', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['f1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]"
31,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['l', 'lp']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
32,"[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'r1', 'r4', 'r7'], ['l7', 'l4', 'u9', 'l8', 'l5', 'u8', 'l9', 'l6', 'b3'], ['f3', 'f6', 'f9', 'f2', 'f5', 'f8', 'u1', 'u4', 'u7'], ['d3', 'r2', 'r3', 'd2', 'r5', 'r6', 'f1', 'r8', 'r9'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['l1', 'l2', 'l3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]","['l', 'fp']","[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'r1', 'r4', 'r7'], ['l7', 'l4', 'u9', 'l8', 'l5', 'u8', 'l9', 'l6', 'b3'], ['f3', 'f6', 'f9', 'f2', 'f5', 'f8', 'u1', 'u4', 'u7'], ['d3', 'r2', 'r3', 'd2', 'r5', 'r6', 'f1', 'r8', 'r9'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'd1'], ['l1', 'l2', 'l3', 'f4', 'd5', 'd6', 'f7', 'd8', 'd9']]"
33,"[['b9', 'u2', 'b7', 'b6', 'u5', 'b4', 'b3', 'u8', 'b1'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'l9', 'l6', 'l3'], ['u1', 'f2', 'u3', 'u4', 'f5', 'u6', 'u7', 'f8', 'u9'], ['r3', 'r6', 'r9', 'r2', 'r5', 'r8', 'r1', 'r4', 'r7'], ['d9', 'b2', 'd7', 'd6', 'b5', 'd4', 'd3', 'b8', 'd1'], ['f1', 'd2', 'f3', 'f4', 'd5', 'f6', 'f7', 'd8', 'f9']]","['l', 'rp']","[['b9', 'u2', 'b7', 'b6', 'u5', 'b4', 'b3', 'u8', 'b1'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'l9', 'l6', 'l3'], ['u1', 'f2', 'u3', 'u4', 'f5', 'u6', 'u7', 'f8', 'u9'], ['r3', 'r6', 'r9', 'r2', 'r5', 'r8', 'r1', 'r4', 'r7'], ['d9', 'b2', 'd7', 'd6', 'b5', 'd4', 'd3', 'b8', 'd1'], ['f1', 'd2', 'f3', 'f4', 'd5', 'f6', 'f7', 'd8', 'f9']]"
34,"[['l9', 'l8', 'l7', 'b6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['f7', 'l4', 'l1', 'd8', 'l5', 'l2', 'd9', 'l6', 'l3'], ['u1', 'f2', 'f3', 'u4', 'f5', 'f6', 'u7', 'f8', 'f9'], ['r1', 'r2', 'b9', 'r4', 'r5', 'u2', 'r7', 'r8', 'u3'], ['d7', 'd4', 'd1', 'b2', 'b5', 'b8', 'b1', 'b4', 'b7'], ['f1', 'd2', 'd3', 'f4', 'd5', 'd6', 'r9', 'r6', 'r3']]","['l', 'bp']","[['l9', 'l8', 'l7', 'b6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['f7', 'l4', 'l1', 'd8', 'l5', 'l2', 'd9', 'l6', 'l3'], ['u1', 'f2', 'f3', 'u4', 'f5', 'f6', 'u7', 'f8', 'f9'], ['r1', 'r2', 'b9', 'r4', 'r5', 'u2', 'r7', 'r8', 'u3'], ['d7', 'd4', 'd1', 'b2', 'b5', 'b8', 'b1', 'b4', 'b7'], ['f1', 'd2', 'd3', 'f4', 'd5', 'd6', 'r9', 'r6', 'r3']]"
35,"[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'u7', 'f8', 'f9'], ['u1', 'f2', 'f3', 'u4', 'f5', 'f6', 'r7', 'r8', 'r9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'b7', 'b8', 'd1'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'l9', 'l6', 'l3'], ['d3', 'd6', 'd9', 'd2', 'd5', 'd8', 'f1', 'f4', 'f7']]","['l', 'dp']","[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'u7', 'f8', 'f9'], ['u1', 'f2', 'f3', 'u4', 'f5', 'f6', 'r7', 'r8', 'r9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'b7', 'b8', 'd1'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'l9', 'l6', 'l3'], ['d3', 'd6', 'd9', 'd2', 'd5', 'd8', 'f1', 'f4', 'f7']]"
36,"[['l9', 'u4', 'u1', 'l6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['f7', 'f4', 'f1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['u7', 'r2', 'r3', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['b1', 'b2', 'b3', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['l1', 'l2', 'd1', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['r7', 'r4', 'r1', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['f', 'u']","[['l9', 'u4', 'u1', 'l6', 'u5', 'u2', 'l3', 'u6', 'u3'], ['f7', 'f4', 'f1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['u7', 'r2', 'r3', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['b1', 'b2', 'b3', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['l1', 'l2', 'd1', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['r7', 'r4', 'r1', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
37,"[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'b3', 'l6', 'l3'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'd3', 'd2', 'd1'], ['u1', 'f4', 'f1', 'u4', 'f5', 'f2', 'l9', 'f6', 'f3'], ['u7', 'r2', 'r3', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'r7'], ['f7', 'r4', 'r1', 'f8', 'd5', 'd6', 'f9', 'd8', 'd9']]","['f', 'l']","[['b9', 'u2', 'u3', 'b6', 'u5', 'u6', 'b3', 'l6', 'l3'], ['l7', 'l4', 'l1', 'l8', 'l5', 'l2', 'd3', 'd2', 'd1'], ['u1', 'f4', 'f1', 'u4', 'f5', 'f2', 'l9', 'f6', 'f3'], ['u7', 'r2', 'r3', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['b1', 'b2', 'd7', 'b4', 'b5', 'd4', 'b7', 'b8', 'r7'], ['f7', 'r4', 'r1', 'f8', 'd5', 'd6', 'f9', 'd8', 'd9']]"
38,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'd3', 'd2', 'd1'], ['l1', 'l2', 'r7', 'l4', 'l5', 'r4', 'l7', 'l8', 'r1'], ['f9', 'f8', 'f7', 'f6', 'f5', 'f4', 'f3', 'f2', 'f1'], ['l9', 'r2', 'r3', 'l6', 'r5', 'r6', 'l3', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['u9', 'u8', 'u7', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['f', 'f']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'd3', 'd2', 'd1'], ['l1', 'l2', 'r7', 'l4', 'l5', 'r4', 'l7', 'l8', 'r1'], ['f9', 'f8', 'f7', 'f6', 'f5', 'f4', 'f3', 'f2', 'f1'], ['l9', 'r2', 'r3', 'l6', 'r5', 'r6', 'l3', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['u9', 'u8', 'u7', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
39,"[['u1', 'u2', 'f1', 'u4', 'u5', 'f2', 'l9', 'l6', 'f3'], ['l1', 'l2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'd6', 'f9', 'f6', 'd9'], ['u9', 'u8', 'u7', 'r8', 'r5', 'r2', 'r9', 'r6', 'r3'], ['l3', 'b2', 'b3', 'u6', 'b5', 'b6', 'u3', 'b8', 'b9'], ['r7', 'r4', 'b7', 'd4', 'd5', 'b4', 'd7', 'd8', 'b1']]","['f', 'r']","[['u1', 'u2', 'f1', 'u4', 'u5', 'f2', 'l9', 'l6', 'f3'], ['l1', 'l2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'd6', 'f9', 'f6', 'd9'], ['u9', 'u8', 'u7', 'r8', 'r5', 'r2', 'r9', 'r6', 'r3'], ['l3', 'b2', 'b3', 'u6', 'b5', 'b6', 'u3', 'b8', 'b9'], ['r7', 'r4', 'b7', 'd4', 'd5', 'b4', 'd7', 'd8', 'b1']]"
40,"[['r3', 'r6', 'r9', 'u4', 'u5', 'u6', 'l9', 'l6', 'l3'], ['u3', 'l2', 'd1', 'u2', 'l5', 'd2', 'u1', 'l8', 'd3'], ['f7', 'f4', 'f1', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['u7', 'r2', 'd9', 'u8', 'r5', 'd8', 'u9', 'r8', 'd7'], ['b7', 'b4', 'b1', 'b8', 'b5', 'b2', 'b9', 'b6', 'b3'], ['r7', 'r4', 'r1', 'd4', 'd5', 'd6', 'l1', 'l4', 'l7']]","['f', 'b']","[['r3', 'r6', 'r9', 'u4', 'u5', 'u6', 'l9', 'l6', 'l3'], ['u3', 'l2', 'd1', 'u2', 'l5', 'd2', 'u1', 'l8', 'd3'], ['f7', 'f4', 'f1', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['u7', 'r2', 'd9', 'u8', 'r5', 'd8', 'u9', 'r8', 'd7'], ['b7', 'b4', 'b1', 'b8', 'b5', 'b2', 'b9', 'b6', 'b3'], ['r7', 'r4', 'r1', 'd4', 'd5', 'd6', 'l1', 'l4', 'l7']]"
41,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'l9', 'l6', 'l3'], ['l1', 'l2', 'd1', 'l4', 'l5', 'd2', 'b7', 'b8', 'b9'], ['f7', 'f4', 'f1', 'f8', 'f5', 'f2', 'l7', 'l8', 'd3'], ['u7', 'r2', 'r3', 'u8', 'r5', 'r6', 'f9', 'f6', 'f3'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'u9', 'r8', 'r9'], ['d7', 'd4', 'r7', 'd8', 'd5', 'r4', 'd9', 'd6', 'r1']]","['f', 'd']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'l9', 'l6', 'l3'], ['l1', 'l2', 'd1', 'l4', 'l5', 'd2', 'b7', 'b8', 'b9'], ['f7', 'f4', 'f1', 'f8', 'f5', 'f2', 'l7', 'l8', 'd3'], ['u7', 'r2', 'r3', 'u8', 'r5', 'r6', 'f9', 'f6', 'f3'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'u9', 'r8', 'r9'], ['d7', 'd4', 'r7', 'd8', 'd5', 'r4', 'd9', 'd6', 'r1']]"
42,"[['u3', 'u6', 'l3', 'u2', 'u5', 'l6', 'u1', 'u4', 'l9'], ['b1', 'b2', 'b3', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['l1', 'l2', 'd1', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['f7', 'f4', 'f1', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['u7', 'r2', 'r3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['r7', 'r4', 'r1', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['f', 'up']","[['u3', 'u6', 'l3', 'u2', 'u5', 'l6', 'u1', 'u4', 'l9'], ['b1', 'b2', 'b3', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['l1', 'l2', 'd1', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['f7', 'f4', 'f1', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['u7', 'r2', 'r3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['r7', 'r4', 'r1', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
43,"[['f7', 'u2', 'u3', 'f8', 'u5', 'u6', 'f9', 'l6', 'l3'], ['d1', 'd2', 'd3', 'l2', 'l5', 'l8', 'l1', 'l4', 'l7'], ['r7', 'f4', 'f1', 'd4', 'f5', 'f2', 'd7', 'f6', 'f3'], ['u7', 'r2', 'r3', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['b1', 'b2', 'l9', 'b4', 'b5', 'u4', 'b7', 'b8', 'u1'], ['b9', 'r4', 'r1', 'b6', 'd5', 'd6', 'b3', 'd8', 'd9']]","['f', 'lp']","[['f7', 'u2', 'u3', 'f8', 'u5', 'u6', 'f9', 'l6', 'l3'], ['d1', 'd2', 'd3', 'l2', 'l5', 'l8', 'l1', 'l4', 'l7'], ['r7', 'f4', 'f1', 'd4', 'f5', 'f2', 'd7', 'f6', 'f3'], ['u7', 'r2', 'r3', 'u8', 'r5', 'r6', 'u9', 'r8', 'r9'], ['b1', 'b2', 'l9', 'b4', 'b5', 'u4', 'b7', 'b8', 'u1'], ['b9', 'r4', 'r1', 'b6', 'd5', 'd6', 'b3', 'd8', 'd9']]"
44,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['f', 'fp']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
45,"[['u1', 'u2', 'b7', 'u4', 'u5', 'b4', 'l9', 'l6', 'b1'], ['l1', 'l2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f7', 'f4', 'u3', 'f8', 'f5', 'u6', 'f9', 'f6', 'l3'], ['r3', 'r6', 'r9', 'r2', 'r5', 'r8', 'u7', 'u8', 'u9'], ['d9', 'b2', 'b3', 'd6', 'b5', 'b6', 'r1', 'b8', 'b9'], ['r7', 'r4', 'f1', 'd4', 'd5', 'f2', 'd7', 'd8', 'f3']]","['f', 'rp']","[['u1', 'u2', 'b7', 'u4', 'u5', 'b4', 'l9', 'l6', 'b1'], ['l1', 'l2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'd3'], ['f7', 'f4', 'u3', 'f8', 'f5', 'u6', 'f9', 'f6', 'l3'], ['r3', 'r6', 'r9', 'r2', 'r5', 'r8', 'u7', 'u8', 'u9'], ['d9', 'b2', 'b3', 'd6', 'b5', 'b6', 'r1', 'b8', 'b9'], ['r7', 'r4', 'f1', 'd4', 'd5', 'f2', 'd7', 'd8', 'f3']]"
46,"[['l7', 'l4', 'l1', 'u4', 'u5', 'u6', 'l9', 'l6', 'l3'], ['d7', 'l2', 'd1', 'd8', 'l5', 'd2', 'd9', 'l8', 'd3'], ['f7', 'f4', 'f1', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['u7', 'r2', 'u1', 'u8', 'r5', 'u2', 'u9', 'r8', 'u3'], ['b3', 'b6', 'b9', 'b2', 'b5', 'b8', 'b1', 'b4', 'b7'], ['r7', 'r4', 'r1', 'd4', 'd5', 'd6', 'r9', 'r6', 'r3']]","['f', 'bp']","[['l7', 'l4', 'l1', 'u4', 'u5', 'u6', 'l9', 'l6', 'l3'], ['d7', 'l2', 'd1', 'd8', 'l5', 'd2', 'd9', 'l8', 'd3'], ['f7', 'f4', 'f1', 'f8', 'f5', 'f2', 'f9', 'f6', 'f3'], ['u7', 'r2', 'u1', 'u8', 'r5', 'u2', 'u9', 'r8', 'u3'], ['b3', 'b6', 'b9', 'b2', 'b5', 'b8', 'b1', 'b4', 'b7'], ['r7', 'r4', 'r1', 'd4', 'd5', 'd6', 'r9', 'r6', 'r3']]"
47,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'l9', 'l6', 'l3'], ['l1', 'l2', 'd1', 'l4', 'l5', 'd2', 'f9', 'f6', 'f3'], ['f7', 'f4', 'f1', 'f8', 'f5', 'f2', 'u9', 'r8', 'r9'], ['u7', 'r2', 'r3', 'u8', 'r5', 'r6', 'b7', 'b8', 'b9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'l7', 'l8', 'd3'], ['r1', 'd6', 'd9', 'r4', 'd5', 'd8', 'r7', 'd4', 'd7']]","['f', 'dp']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'l9', 'l6', 'l3'], ['l1', 'l2', 'd1', 'l4', 'l5', 'd2', 'f9', 'f6', 'f3'], ['f7', 'f4', 'f1', 'f8', 'f5', 'f2', 'u9', 'r8', 'r9'], ['u7', 'r2', 'r3', 'u8', 'r5', 'r6', 'b7', 'b8', 'b9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'l7', 'l8', 'd3'], ['r1', 'd6', 'd9', 'r4', 'd5', 'd8', 'r7', 'd4', 'd7']]"
